,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL
923,MN,2240,"Duluth-Superior, MN-WI MSA",15-1081,Network systems and data communications analysts,,40,17.9,25.76,53570,4.7,15.13,20.65,25.96,32.00,36.77,31470,42960,54000,66560,76490,
924,MN,2240,"Duluth-Superior, MN-WI MSA",19-3021,Market research analysts,,60,11.8,22.72,47260,4.5,13.16,17.56,21.76,27.52,33.86,27380,36530,45250,57230,70420,
925,MN,2240,"Duluth-Superior, MN-WI MSA",27-3020,"News analysts, reporters and correspondents",,50,17.8,15.94,33150,6.9,9.5,11.89,15.54,20.45,22.34,19770,24730,32330,42530,46470,
926,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",13-1111,Management analysts,,9270,21.4,35.13,73080,7.2,19.72,26.43,31.94,38.87,58.84,41030,54970,66440,80850,122400,
927,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",13-2031,Budget analysts,,330,9.0,26.27,54630,1.8,16.87,20.63,25.54,30.57,37.93,35090,42910,53120,63580,78900,
928,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",13-2041,Credit analysts,,1660,7.6,26.08,54240,2.2,16.38,19.29,23.97,30.93,39.00,34080,40120,49850,64340,81110,
929,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",13-2051,Financial analysts,,3930,10.1,32.56,67720,2.7,19.33,23.56,29.39,36.85,47.98,40210,49010,61130,76640,99800,
930,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",15-1051,Computer systems analysts,,8100,5.0,31.32,65140,1.3,20.73,24.92,30.74,36.83,43.55,43130,51840,63930,76600,90580,
931,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",15-1081,Network systems and data communications analysts,,3580,11.1,30.87,64210,2.6,19.27,22.94,29.53,37.22,44.34,40090,47700,61430,77410,92230,
932,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",15-2031,Operations research analysts,,1170,11.9,24.12,50180,3.6,15.79,18.41,22.39,27.66,36.32,32840,38300,46570,57540,75550,
933,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",19-3021,Market research analysts,,4300,5.6,29.65,61670,3.0,17.48,21.6,27.06,36.43,46.71,36360,44930,56270,75770,97160,
934,MN,5120,"Minneapolis-St. Paul, MN-WI MSA",27-3020,"News analysts, reporters and correspondents",,670,18.7,24.71,51400,8.9,11.16,13.19,20.77,31.77,40.84,23200,27440,43210,66070,84950,
935,MN,6820,"Rochester, MN MSA",13-1111,Management analysts,,100,6.2,30.52,63470,5.5,19.97,23.16,27.69,34.24,41.36,41530,48180,57600,71210,86030,
936,MN,6820,"Rochester, MN MSA",13-2051,Financial analysts,,180,6.8,31.88,66310,1.5,20.88,25.74,31.85,38.89,43.37,43440,53540,66240,80900,90220,
937,MN,6820,"Rochester, MN MSA",15-1051,Computer systems analysts,,230,8.2,30.76,63980,2.7,21.32,24.12,28.22,36.86,44.20,44340,50170,58690,76660,91930,
938,MN,6820,"Rochester, MN MSA",15-1081,Network systems and data communications analysts,,90,7.1,38.09,79220,4.5,23.95,31.69,38.29,45.53,52.82,49820,65910,79650,94700,109870,
939,MN,6980,"St. Cloud, MN MSA",13-1111,Management analysts,,170,6.0,29.36,61060,6.6,19.71,23.68,28.28,34.54,43.38,40990,49260,58820,71850,90220,
940,MN,6980,"St. Cloud, MN MSA",13-2041,Credit analysts,,40,0.6,18.56,38600,3.6,13.29,14.8,18.13,21.50,25.63,27640,30790,37710,44720,53300,
941,MN,6980,"St. Cloud, MN MSA",15-1051,Computer systems analysts,,100,13.2,26.44,55000,2.6,18.04,21.79,26.47,31.72,35.31,37530,45310,55060,65980,73450,
942,MN,6980,"St. Cloud, MN MSA",15-1081,Network systems and data communications analysts,,30,20.4,23.61,49110,3.4,15.93,18.53,24.30,28.18,32.34,33130,38550,50550,58620,67270,
943,MN,6980,"St. Cloud, MN MSA",19-3021,Market research analysts,,70,7.4,21.9,45550,3.5,15.03,17.25,20.56,25.92,31.89,31260,35880,42760,53920,66320,
944,MO,1740,"Columbia, MO MSA",13-2051,Financial analysts,,**,**,18.26,37980,17.0,9.66,10.46,12.72,25.60,35.25,20090,21760,26450,53260,73320,
945,MO,1740,"Columbia, MO MSA",15-1051,Computer systems analysts,,320,26.1,25.12,52250,3.8,17.03,20.14,25.17,30.09,34.19,35430,41890,52360,62590,71110,
946,MO,1740,"Columbia, MO MSA",27-3020,"News analysts, reporters and correspondents",,50,40.3,17.61,36640,26.1,7.14,9.36,12.40,15.98,35.63,14840,19470,25780,33230,74110,
947,MO,3710,"Joplin, MO MSA",13-1111,Management analysts,,**,**,45.64,94920,21.0,15.85,28.75,44.16,66.59,#,32960,59810,91850,138500,#,
948,MO,3710,"Joplin, MO MSA",27-3020,"News analysts, reporters and correspondents",,60,18.1,9.14,19010,4.9,6.97,7.79,8.87,10.30,11.87,14500,16210,18450,21410,24680,
949,MO,3760,"Kansas City, MO-KS MSA",13-1111,Management analysts,,2820,6.7,33.11,68870,5.6,17.74,21.44,28.19,37.94,54.40,36900,44600,58630,78920,113160,
950,MO,3760,"Kansas City, MO-KS MSA",13-2031,Budget analysts,,320,7.3,27.49,57170,2.4,16.85,20.77,25.71,32.42,42.54,35040,43200,53480,67430,88490,
951,MO,3760,"Kansas City, MO-KS MSA",13-2041,Credit analysts,,490,12.9,22.18,46120,2.4,13.87,17.16,20.80,25.70,33.00,28850,35700,43260,53450,68640,
952,MO,3760,"Kansas City, MO-KS MSA",15-1051,Computer systems analysts,,5390,7.1,31.64,65820,2.1,19.38,24.28,30.90,38.23,45.05,40310,50500,64260,79520,93700,
953,MO,3760,"Kansas City, MO-KS MSA",15-1081,Network systems and data communications analysts,,1370,17.2,32.19,66960,3.9,18.95,23.97,31.72,40.46,48.29,39410,49860,65980,84160,100450,
954,MO,3760,"Kansas City, MO-KS MSA",19-3021,Market research analysts,,1690,8.6,31.25,64990,2.4,17.66,22.69,30.15,38.44,47.22,36730,47200,62710,79960,98220,
955,MO,3760,"Kansas City, MO-KS MSA",27-3020,"News analysts, reporters and correspondents",,870,42.3,23.42,48720,3.9,10.64,14.38,21.07,29.14,35.36,22130,29910,43830,60620,73550,
956,MO,7040,"St. Louis, MO-IL MSA",13-1111,Management analysts,,3840,8.3,31.78,66100,5.8,18.43,23.13,27.42,36.91,53.06,38340,48100,57040,76780,110360,
957,MO,7040,"St. Louis, MO-IL MSA",13-2031,Budget analysts,,470,11.9,25.59,53230,1.7,17.16,20.76,24.85,29.86,35.29,35690,43170,51680,62110,73410,
958,MO,7040,"St. Louis, MO-IL MSA",13-2041,Credit analysts,,740,14.2,23.15,48140,2.5,13.71,17.09,21.43,26.73,34.95,28510,35550,44570,55600,72700,
959,MO,7040,"St. Louis, MO-IL MSA",13-2051,Financial analysts,,1810,12.1,32.28,67140,5.1,16.77,21.17,27.88,38.21,51.53,34890,44040,57980,79470,107180,
960,MO,7040,"St. Louis, MO-IL MSA",15-1051,Computer systems analysts,,5750,5.7,29.01,60340,1.9,17.65,23.57,29.57,34.86,41.61,36700,49030,61500,72510,86540,
961,MO,7040,"St. Louis, MO-IL MSA",15-1081,Network systems and data communications analysts,,2820,7.2,28.31,58870,3.1,17.54,21.07,27.52,34.30,42.60,36480,43830,57230,71350,88610,
962,MO,7040,"St. Louis, MO-IL MSA",15-2031,Operations research analysts,,390,19.3,28.78,59850,3.0,18.9,22.91,28.29,34.29,41.23,39310,47650,58830,71310,85760,
963,MO,7040,"St. Louis, MO-IL MSA",19-3021,Market research analysts,,1040,17.8,28.13,58520,12.5,7.12,16.04,22.86,34.09,51.82,14800,33370,47540,70910,107780,
964,MO,7040,"St. Louis, MO-IL MSA",27-3020,"News analysts, reporters and correspondents",,600,13.0,14.89,30970,6.1,8.81,10.12,12.66,17.74,23.58,18320,21050,26320,36900,49050,
965,MO,7920,"Springfield, MO MSA",13-1111,Management analysts,,230,18.5,26.58,55280,4.6,17.03,20.05,25.23,32.17,39.42,35430,41700,52470,66920,81980,
966,MO,7920,"Springfield, MO MSA",13-2041,Credit analysts,,140,11.2,19.55,40670,6.3,13.18,15.33,17.02,18.78,28.90,27410,31890,35400,39060,60120,
967,MO,7920,"Springfield, MO MSA",13-2051,Financial analysts,,50,12.3,23.26,48380,10.4,15.36,16.29,17.88,25.91,37.08,31950,33890,37200,53900,77130,
968,MO,7920,"Springfield, MO MSA",15-1051,Computer systems analysts,,220,24.2,23.99,49900,2.5,15.59,18.55,23.88,28.64,33.95,32430,38590,49670,59560,70610,
969,MO,7920,"Springfield, MO MSA",15-1081,Network systems and data communications analysts,,80,20.2,24.98,51970,3.4,13.86,21.11,24.42,27.43,34.87,28830,43900,50800,57060,72520,
970,MO,7920,"Springfield, MO MSA",15-2031,Operations research analysts,,40,19.7,20.38,42390,15.9,14.68,15.45,16.80,18.15,37.68,30540,32140,34950,37760,78370,
971,MO,7920,"Springfield, MO MSA",19-3021,Market research analysts,,30,20.7,20.49,42620,4.3,11.14,13.7,20.25,27.48,31.43,23170,28490,42110,57150,65380,
972,MO,7920,"Springfield, MO MSA",27-3020,"News analysts, reporters and correspondents",,120,28.7,14.47,30100,8.1,8.59,9.58,11.52,16.44,25.39,17870,19930,23960,34200,52810,
973,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",13-1111,Management analysts,,240,6.8,29.15,60620,3.9,18.42,23.4,27.19,33.61,41.73,38320,48680,56560,69910,86790,
974,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",13-2031,Budget analysts,,70,2.3,23.38,48640,3.2,14.78,18.67,22.74,26.38,34.33,30730,38830,47300,54880,71410,
975,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",13-2051,Financial analysts,,30,21.9,31.84,66220,7.6,16.77,20.26,27.39,42.21,55.46,34890,42130,56970,87800,115350,
976,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",15-1051,Computer systems analysts,,250,7.2,26.7,55540,3.2,17.83,22.46,26.36,31.69,37.16,37080,46710,54830,65910,77290,
977,MS,920,"Biloxi-Gulfport-Pascagoula, MS MSA",15-1081,Network systems and data communications analysts,,30,28.6,18.53,38540,3.8,10.2,12.76,17.59,23.68,30.23,21210,26530,36590,49250,62870,
978,MS,3560,"Jackson, MS MSA",13-1111,Management analysts,,240,13.0,23.74,49380,6.4,15.16,18.01,22.74,27.77,34.71,31530,37470,47290,57760,72190,
979,MS,3560,"Jackson, MS MSA",13-2031,Budget analysts,,130,3.7,25.73,53520,7.5,12.06,19.56,26.89,32.10,35.29,25080,40680,55920,66770,73390,
980,MS,3560,"Jackson, MS MSA",13-2041,Credit analysts,,130,40.1,20.04,41680,14.6,12.39,13.28,14.74,20.45,32.99,25770,27620,30650,42530,68630,
981,MS,3560,"Jackson, MS MSA",15-1051,Computer systems analysts,,730,14.1,24.45,50860,3.0,16.01,19.12,24.07,29.38,33.51,33300,39770,50060,61100,69700,
982,MS,3560,"Jackson, MS MSA",15-1081,Network systems and data communications analysts,,290,44.6,21.71,45150,4.2,17.12,18.22,19.93,22.58,32.34,35610,37890,41450,46970,67270,
983,MS,3560,"Jackson, MS MSA",15-2031,Operations research analysts,,60,20.4,23.1,48050,5.0,13.16,17.18,22.67,28.58,34.01,27380,35730,47160,59450,70740,
984,MS,3560,"Jackson, MS MSA",19-3021,Market research analysts,,60,23.0,23.45,48770,4.4,14.37,17.84,23.14,26.94,33.68,29900,37110,48130,56030,70050,
985,MS,3560,"Jackson, MS MSA",27-3020,"News analysts, reporters and correspondents",,120,10.8,18.22,37890,8.8,10.6,13.52,16.71,20.02,25.03,22040,28110,34750,41640,52060,
986,MT,880,"Billings, MT MSA",13-1111,Management analysts,,100,38.9,21.03,43730,28.3,5.61,6.3,22.46,31.85,35.24,11670,13100,46720,66240,73290,
987,MT,880,"Billings, MT MSA",13-2041,Credit analysts,,60,36.3,17.48,36360,14.0,12.02,13.06,14.95,19.48,30.25,24990,27160,31090,40530,62920,
988,MT,880,"Billings, MT MSA",15-1051,Computer systems analysts,,190,45.3,32.6,67800,3.4,19.94,26.61,35.83,40.02,42.54,41480,55340,74530,83250,88480,
989,MT,880,"Billings, MT MSA",27-3020,"News analysts, reporters and correspondents",,60,19.3,15.46,32160,1.9,8.26,11.58,13.87,19.26,22.59,17170,24090,28840,40070,47000,
990,MT,3040,"Great Falls, MT MSA",13-2041,Credit analysts,,**,**,17.63,36670,2.7,9.52,11.98,16.76,23.09,27.39,19800,24910,34860,48030,56980,
991,MT,5140,"Missoula, MT MSA",13-1111,Management analysts,,50,19.6,31.93,66410,17.8,21.24,24.46,29.32,36.51,50.46,44180,50890,60990,75950,104970,
992,MT,5140,"Missoula, MT MSA",15-1051,Computer systems analysts,,50,7.6,27.5,57200,2.4,14.83,19.75,28.27,34.11,40.26,30850,41080,58810,70940,83740,
993,MT,5140,"Missoula, MT MSA",27-3020,"News analysts, reporters and correspondents",,50,29.1,12.42,25830,17.6,7.8,8.99,11.39,15.60,19.30,16220,18700,23680,32450,40150,
994,NC,480,"Asheville, NC MSA",13-2051,Financial analysts,,160,42.4,29.13,60580,5.4,15.63,19.35,25.24,34.63,49.84,32520,40240,52490,72020,103670,
995,NC,480,"Asheville, NC MSA",15-1051,Computer systems analysts,,220,15.3,32.77,68170,12.1,18.79,23.41,30.08,38.16,43.14,39080,48700,62570,79370,89730,
996,NC,480,"Asheville, NC MSA",19-3021,Market research analysts,,30,6.1,26.48,55080,3.5,16.64,22.39,25.54,30.33,39.28,34610,46560,53120,63090,81710,
997,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",13-1111,Management analysts,,2960,18.1,37.58,78160,7.5,17.42,23.32,32.42,45.52,65.48,36240,48500,67430,94680,136190,
998,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",13-2031,Budget analysts,,190,8.7,28.68,59650,3.2,17.85,21.17,26.28,34.48,42.99,37120,44040,54660,71720,89410,
999,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",13-2041,Credit analysts,,730,11.0,36.92,76790,7.4,15.49,18.7,25.03,47.78,#,32210,38890,52050,99380,#,
1000,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",15-1051,Computer systems analysts,,3130,19.3,46.01,95700,8.7,18.95,24.38,32.88,55.43,#,39420,50720,68390,115290,#,
1001,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",15-1081,Network systems and data communications analysts,,1090,9.6,29.51,61370,3.2,17.75,21.7,27.55,36.52,44.06,36910,45130,57300,75950,91640,
1002,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",15-2031,Operations research analysts,,260,20.7,25.28,52580,2.9,16.74,19.03,22.13,30.50,39.80,34830,39590,46030,63440,82780,
1003,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",19-3021,Market research analysts,,980,33.4,49.15,102240,15.4,16.39,20.87,34.08,#,#,34090,43400,70880,#,#,
1004,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",27-3020,"News analysts, reporters and correspondents",,570,30.2,24.18,50280,5.8,12.35,16.49,23.60,29.02,36.31,25700,34290,49090,60370,75520,
1005,NC,2560,"Fayetteville, NC MSA",13-1111,Management analysts,,150,0.7,26.28,54660,2.3,18.76,21.41,25.53,30.43,34.48,39030,44530,53090,63300,71720,
1006,NC,2560,"Fayetteville, NC MSA",13-2031,Budget analysts,,120,8.6,23.75,49390,3.1,15.75,19.21,23.23,27.38,33.44,32750,39950,48320,56950,69550,
1007,NC,2560,"Fayetteville, NC MSA",13-2051,Financial analysts,,40,36.5,39.96,83120,20.1,16.37,18.34,31.14,47.53,#,34060,38150,64770,98860,#,
1008,NC,2560,"Fayetteville, NC MSA",15-1051,Computer systems analysts,,290,8.5,26.56,55240,2.6,18.31,22.64,26.63,31.68,35.40,38090,47090,55400,65890,73630,
1009,NC,2560,"Fayetteville, NC MSA",15-1081,Network systems and data communications analysts,,70,12.9,24.32,50580,4.4,13.3,15.33,24.61,32.43,36.47,27660,31890,51200,67460,75870,
1010,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",13-1111,Management analysts,,1140,19.8,32.13,66820,10.0,17.91,22.53,27.21,37.26,56.37,37260,46860,56600,77500,117250,
1011,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",13-2031,Budget analysts,,180,8.8,27.36,56900,1.8,17.26,22.64,26.98,32.45,37.12,35900,47090,56120,67500,77210,
1012,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",13-2041,Credit analysts,,290,7.4,24.69,51360,3.0,15.63,18.26,23.79,28.41,35.79,32510,37970,49490,59090,74450,
1013,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",13-2051,Financial analysts,,1090,10.9,26.89,55930,3.8,16.57,19.47,23.99,31.24,40.04,34470,40490,49900,64980,83270,
1014,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",15-1051,Computer systems analysts,,2000,6.6,29.52,61390,2.9,18.04,22.24,27.95,35.44,43.78,37520,46260,58130,73720,91050,
1015,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",15-1081,Network systems and data communications analysts,,360,16.0,28.0,58230,2.5,17.22,21.47,26.74,33.76,42.28,35820,44650,55630,70230,87940,
1016,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",15-2031,Operations research analysts,,80,29.8,26.35,54810,7.0,17.81,19.34,22.56,32.88,40.87,37040,40230,46930,68400,85010,
1017,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",19-3021,Market research analysts,,340,6.5,23.98,49890,2.1,14.24,17.82,21.70,29.67,37.89,29620,37060,45140,61720,78820,
1018,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",27-3020,"News analysts, reporters and correspondents",,330,7.9,18.17,37790,6.5,11.42,13.19,16.13,21.00,27.48,23750,27430,33550,43680,57150,
1019,NC,3150,"Greenville, NC MSA",13-1111,Management analysts,,70,41.0,37.77,78560,10.0,17.48,27.33,34.85,49.42,54.54,36350,56840,72500,102800,113450,
1020,NC,3150,"Greenville, NC MSA",13-2051,Financial analysts,,**,**,66.93,139210,16.3,23.0,29.14,#,#,#,47830,60610,#,#,#,
1021,NC,3150,"Greenville, NC MSA",15-1051,Computer systems analysts,,220,18.0,27.5,57200,3.3,18.53,21.67,26.89,32.18,38.40,38540,45080,55940,66930,79870,
1022,NC,3150,"Greenville, NC MSA",15-1081,Network systems and data communications analysts,,30,22.9,25.36,52750,5.6,12.62,18.08,25.64,33.19,39.88,26240,37610,53340,69040,82940,
1023,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",13-1111,Management analysts,,60,19.0,36.8,76550,22.1,13.81,23.27,26.83,45.11,#,28720,48400,55800,93820,#,
1024,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",13-2031,Budget analysts,,**,**,20.81,43290,2.4,15.27,16.68,19.64,26.00,28.22,31760,34700,40840,54080,58700,
1025,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",13-2041,Credit analysts,,40,22.2,22.81,47450,7.6,12.66,15.53,19.72,31.37,37.38,26330,32300,41010,65250,77740,
1026,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",13-2051,Financial analysts,,30,0.0,28.1,58450,1.9,16.03,18.2,26.53,35.95,44.66,33330,37860,55180,74780,92900,
1027,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",15-1051,Computer systems analysts,,80,8.6,23.64,49180,2.4,15.34,18.63,23.93,28.61,32.60,31900,38760,49780,59500,67810,
1028,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",15-1081,Network systems and data communications analysts,,30,13.7,18.68,38850,4.5,9.63,11.81,17.56,22.74,31.51,20030,24570,36520,47300,65530,
1029,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",27-3020,"News analysts, reporters and correspondents",,40,27.6,11.75,24440,5.4,8.87,9.65,10.82,12.67,14.67,18440,20070,22510,26350,30520,
1030,NC,3605,"Jacksonville, NC MSA",13-1111,Management analysts,,50,36.0,44.98,93560,27.0,22.24,25.46,30.90,55.21,#,46250,52950,64270,114830,#,
1031,NC,3605,"Jacksonville, NC MSA",15-1051,Computer systems analysts,,60,12.9,24.98,51950,6.6,17.98,21.39,24.87,29.47,33.11,37400,44500,51740,61300,68880,
1032,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",13-1111,Management analysts,,1820,19.5,34.6,71960,11.8,16.73,20.47,28.90,42.76,55.39,34800,42580,60120,88940,115210,
1033,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",13-2031,Budget analysts,,220,7.7,25.86,53790,2.0,16.9,20.08,24.44,30.26,36.93,35160,41760,50830,62930,76820,
1034,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",13-2041,Credit analysts,,290,35.6,25.69,53430,1.7,17.71,21.21,25.39,30.54,34.66,36850,44120,52820,63520,72090,
1035,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",13-2051,Financial analysts,,1640,8.7,34.46,71680,3.3,19.53,23.46,30.58,40.01,51.50,40630,48790,63600,83230,107110,
1036,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",15-1051,Computer systems analysts,,5980,6.1,33.16,68970,2.6,20.04,24.7,31.54,40.21,49.48,41680,51370,65610,83640,102920,
1037,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",15-1081,Network systems and data communications analysts,,1860,20.4,30.64,63740,2.4,19.25,23.52,29.55,37.59,43.91,40030,48930,61450,78190,91330,
1038,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",15-2031,Operations research analysts,,280,15.2,29.92,62240,1.9,17.95,23.48,29.55,36.80,42.77,37330,48830,61460,76550,88960,
1039,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",19-3021,Market research analysts,,1290,6.9,32.65,67910,5.3,17.27,21.76,30.91,42.10,52.53,35920,45260,64290,87570,109260,
1040,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",27-3020,"News analysts, reporters and correspondents",,470,21.8,17.97,37380,16.9,5.73,6.5,12.94,21.50,34.63,11920,13520,26910,44720,72030,
1041,ND,1010,"Bismarck, ND MSA",13-1111,Management analysts,,**,**,35.02,72840,3.8,19.77,24.94,31.09,42.80,56.56,41110,51880,64670,89030,117650,
1042,ND,1010,"Bismarck, ND MSA",15-1051,Computer systems analysts,,150,47.7,31.17,64830,5.4,18.16,23.72,28.98,36.04,44.96,37770,49330,60290,74970,93520,
1043,ND,1010,"Bismarck, ND MSA",15-1081,Network systems and data communications analysts,,90,16.5,23.66,49210,7.5,14.78,16.89,21.28,26.95,35.16,30750,35130,44260,56050,73130,
1044,ND,2520,"Fargo-Moorhead, ND-MN MSA",13-1111,Management analysts,,70,30.9,32.26,67090,8.5,18.98,23.44,30.62,40.54,50.42,39470,48760,63690,84320,104880,
1045,ND,2520,"Fargo-Moorhead, ND-MN MSA",13-2041,Credit analysts,,90,32.4,19.97,41540,9.0,11.24,12.47,17.79,23.39,30.39,23380,25940,36990,48650,63210,
1046,ND,2520,"Fargo-Moorhead, ND-MN MSA",13-2051,Financial analysts,,90,20.1,26.67,55480,4.5,18.78,20.29,23.35,32.43,38.96,39060,42200,48570,67450,81040,
1047,ND,2520,"Fargo-Moorhead, ND-MN MSA",15-1051,Computer systems analysts,,220,28.2,28.72,59740,2.2,18.55,23.41,28.44,34.05,40.79,38580,48690,59160,70820,84840,
1048,ND,2520,"Fargo-Moorhead, ND-MN MSA",15-1081,Network systems and data communications analysts,,120,29.6,20.49,42620,3.3,12.41,14.31,20.48,25.90,28.77,25810,29770,42600,53860,59850,
1049,ND,2520,"Fargo-Moorhead, ND-MN MSA",15-2031,Operations research analysts,,40,44.2,25.82,53710,16.4,15.32,17.3,21.59,30.99,43.18,31860,35990,44910,64460,89800,
1050,ND,2520,"Fargo-Moorhead, ND-MN MSA",19-3021,Market research analysts,,**,**,29.76,61890,20.5,11.64,15.41,26.54,41.16,52.99,24200,32040,55190,85610,110210,
1051,ND,2520,"Fargo-Moorhead, ND-MN MSA",27-3020,"News analysts, reporters and correspondents",,100,40.9,13.62,28330,13.5,6.61,9.23,12.31,16.64,22.74,13750,19200,25600,34620,47300,
1052,NE,4360,"Lincoln, NE MSA",13-1111,Management analysts,,400,7.7,28.86,60020,4.6,14.32,18.75,24.07,34.79,50.11,29780,38990,50060,72370,104240,
1053,NE,4360,"Lincoln, NE MSA",13-2031,Budget analysts,,110,20.1,23.78,49460,2.8,16.42,19.52,23.15,27.19,32.51,34140,40610,48150,56560,67620,
1054,NE,4360,"Lincoln, NE MSA",13-2041,Credit analysts,,40,21.5,26.6,55330,12.2,14.86,16.63,22.34,32.14,36.42,30920,34580,46470,66840,75750,
1055,NE,4360,"Lincoln, NE MSA",13-2051,Financial analysts,,100,15.7,25.53,53110,7.0,14.91,16.91,24.18,28.34,35.28,31010,35170,50300,58940,73390,
1056,NE,4360,"Lincoln, NE MSA",15-1051,Computer systems analysts,,530,9.2,25.31,52650,2.7,16.76,20.09,24.85,30.37,35.35,34870,41790,51680,63170,73530,
1057,NE,4360,"Lincoln, NE MSA",15-1081,Network systems and data communications analysts,,320,8.0,23.22,48310,2.0,16.05,18.99,22.67,27.20,32.57,33390,39490,47140,56580,67740,
1058,NE,4360,"Lincoln, NE MSA",15-2031,Operations research analysts,,50,20.0,23.19,48240,6.2,14.44,16.24,21.33,28.44,37.54,30030,33770,44360,59150,78080,
1059,NE,4360,"Lincoln, NE MSA",19-3021,Market research analysts,,370,8.7,18.16,37780,3.7,11.07,14.08,17.32,20.73,26.35,23030,29290,36020,43120,54800,
1060,NE,5920,"Omaha, NE-IA MSA",13-1111,Management analysts,,1090,8.5,28.31,58880,2.3,18.03,21.55,26.25,33.15,40.46,37490,44820,54600,68960,84150,
1061,NE,5920,"Omaha, NE-IA MSA",13-2031,Budget analysts,,110,5.8,23.13,48120,3.5,14.98,17.77,23.26,28.07,32.41,31160,36950,48380,58390,67410,
1062,NE,5920,"Omaha, NE-IA MSA",13-2041,Credit analysts,,330,7.2,22.46,46710,5.6,11.9,14.36,18.16,26.80,38.89,24740,29880,37770,55740,80880,
1063,NE,5920,"Omaha, NE-IA MSA",13-2051,Financial analysts,,830,11.3,28.46,59200,5.9,15.52,19.07,24.36,30.86,45.81,32270,39660,50660,64200,95280,
1064,NE,5920,"Omaha, NE-IA MSA",15-1051,Computer systems analysts,,2350,7.3,28.45,59170,2.0,18.19,23.46,28.51,33.68,39.65,37840,48790,59300,70060,82470,
1065,NE,5920,"Omaha, NE-IA MSA",15-1081,Network systems and data communications analysts,,640,8.2,25.71,53480,2.3,14.12,19.15,24.75,32.39,40.69,29380,39830,51490,67370,84640,
1066,NE,5920,"Omaha, NE-IA MSA",15-2031,Operations research analysts,,420,14.9,23.22,48300,2.3,11.38,15.83,22.54,28.89,38.42,23670,32930,46880,60090,79910,
1067,NE,5920,"Omaha, NE-IA MSA",19-3021,Market research analysts,,970,8.8,24.48,50920,2.6,13.63,17.02,21.56,29.56,42.15,28340,35400,44840,61490,87670,
1068,NE,5920,"Omaha, NE-IA MSA",27-3020,"News analysts, reporters and correspondents",,190,36.0,13.65,28380,14.7,6.36,8.36,10.82,16.66,24.63,13230,17390,22500,34660,51220,
1069,NH,4760,"Manchester, NH PMSA",13-1111,Management analysts,,290,28.8,32.1,66770,23.3,9.87,15.33,24.15,38.46,#,20530,31890,50240,80000,#,
