,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL
0,AK,380,"Anchorage, AK MSA",13-1111,Management analysts,,340,19.3,33.46,69590,14.9,18.84,23.99,29.73,40.10,54.29,39190,49910,61830,83400,112930,
1,AK,380,"Anchorage, AK MSA",13-2031,Budget analysts,,140,2.0,28.27,58800,2.3,20.89,23.51,27.15,31.98,37.69,43450,48910,56470,66510,78390,
2,AK,380,"Anchorage, AK MSA",13-2041,Credit analysts,,50,49.4,27.5,57200,11.5,16.22,19.55,22.14,30.93,54.26,33740,40650,46040,64340,112850,
3,AK,380,"Anchorage, AK MSA",13-2051,Financial analysts,,150,22.6,32.63,67860,3.4,23.17,25.86,30.85,37.12,49.16,48190,53790,64160,77200,102250,
4,AK,380,"Anchorage, AK MSA",15-1051,Computer systems analysts,,440,5.9,34.31,71370,2.7,24.45,28.85,34.05,39.59,42.97,50860,60010,70820,82340,89380,
5,AK,380,"Anchorage, AK MSA",15-1081,Network systems and data communications analysts,,**,**,28.17,58600,4.5,17.53,22.12,29.39,34.07,39.18,36450,46000,61140,70870,81500,
6,AK,380,"Anchorage, AK MSA",15-2031,Operations research analysts,,70,28.4,23.1,48050,3.0,15.39,18.47,21.62,26.99,33.22,32020,38420,44960,56150,69110,
7,AK,380,"Anchorage, AK MSA",19-3021,Market research analysts,,**,**,42.59,88590,13.2,17.53,20.4,45.07,63.13,68.55,36460,42430,93740,131310,142590,
8,AK,380,"Anchorage, AK MSA",27-3020,"News analysts, reporters and correspondents",,140,33.4,19.6,40760,4.0,11.83,13.79,16.52,21.02,31.06,24600,28670,34370,43730,64600,
9,AL,450,"Anniston, AL MSA",15-1051,Computer systems analysts,,70,8.5,29.97,62340,3.1,23.61,27.98,30.63,33.32,36.95,49100,58210,63700,69310,76850,
10,AL,580,"Auburn-Opelika, AL MSA",15-1081,Network systems and data communications analysts,,**,**,30.4,63230,10.5,17.63,22.29,28.08,39.78,45.47,36670,46370,58410,82730,94570,
11,AL,1000,"Birmingham, AL MSA",13-1111,Management analysts,,1230,17.8,32.13,66820,9.0,15.24,22.5,27.85,34.88,49.46,31700,46810,57930,72540,102880,
12,AL,1000,"Birmingham, AL MSA",13-2031,Budget analysts,,130,17.9,26.45,55010,5.2,15.98,18.83,23.83,31.03,42.82,33240,39180,49560,64540,89060,
13,AL,1000,"Birmingham, AL MSA",13-2041,Credit analysts,,230,22.0,21.35,44410,6.1,14.4,16.08,18.58,22.48,30.47,29950,33440,38650,46760,63380,
14,AL,1000,"Birmingham, AL MSA",13-2051,Financial analysts,,590,10.4,27.2,56570,5.5,15.77,19.45,26.59,34.40,41.55,32800,40450,55300,71550,86430,
15,AL,1000,"Birmingham, AL MSA",15-1051,Computer systems analysts,,1810,16.4,27.76,57730,3.8,16.71,20.37,27.56,34.39,41.53,34760,42370,57320,71520,86380,
16,AL,1000,"Birmingham, AL MSA",15-1081,Network systems and data communications analysts,,440,13.3,27.63,57460,2.9,15.58,20.7,26.52,34.90,41.75,32400,43060,55150,72590,86850,
17,AL,1000,"Birmingham, AL MSA",15-2031,Operations research analysts,,290,25.9,25.97,54020,5.5,13.12,17.95,24.70,32.43,40.50,27280,37330,51370,67460,84250,
18,AL,1000,"Birmingham, AL MSA",19-3021,Market research analysts,,210,17.7,27.57,57350,6.7,14.76,18.35,24.16,36.21,44.40,30700,38170,50260,75310,92350,
19,AL,1000,"Birmingham, AL MSA",27-3020,"News analysts, reporters and correspondents",,210,11.7,19.06,39640,21.6,7.83,9.75,13.15,20.58,31.79,16290,20270,27360,42810,66120,
20,AL,2030,"Decatur, AL MSA",13-1111,Management analysts,,90,13.4,32.6,67810,12.2,16.24,19.78,26.39,32.86,48.19,33780,41150,54880,68360,100240,
21,AL,2030,"Decatur, AL MSA",15-1051,Computer systems analysts,,50,29.2,30.65,63760,3.8,20.95,25.28,30.85,35.94,42.09,43570,52580,64160,74750,87540,
22,AL,2180,"Dothan, AL MSA",13-1111,Management analysts,,40,6.5,24.68,51320,3.8,17.79,20.95,25.63,30.06,32.72,37000,43570,53310,62530,68060,
23,AL,2180,"Dothan, AL MSA",15-1051,Computer systems analysts,,90,10.2,29.29,60920,3.5,19.18,25.32,30.03,33.97,39.90,39900,52660,62460,70660,83000,
24,AL,2650,"Florence, AL MSA",15-1051,Computer systems analysts,,40,15.9,28.68,59660,3.0,18.55,24.63,29.71,33.49,38.20,38590,51230,61790,69660,79460,
25,AL,3440,"Huntsville, AL MSA",13-1111,Management analysts,,1210,7.2,36.22,75340,7.7,19.58,24.79,32.46,40.58,47.57,40730,51570,67520,84410,98950,
26,AL,3440,"Huntsville, AL MSA",13-2031,Budget analysts,,330,3.9,28.26,58780,3.9,19.21,23.63,28.80,33.07,38.47,39950,49150,59900,68780,80020,
27,AL,3440,"Huntsville, AL MSA",13-2041,Credit analysts,,30,33.8,20.82,43300,6.3,14.05,15.48,17.96,23.83,34.65,29230,32200,37350,49560,72070,
28,AL,3440,"Huntsville, AL MSA",15-1051,Computer systems analysts,,3340,12.8,32.8,68230,3.1,20.08,26.08,32.84,39.81,45.49,41770,54250,68310,82800,94620,
29,AL,3440,"Huntsville, AL MSA",15-1081,Network systems and data communications analysts,,190,20.3,23.74,49370,3.4,14.59,18.28,23.33,28.98,34.39,30340,38030,48530,60290,71530,
30,AL,3440,"Huntsville, AL MSA",15-2031,Operations research analysts,,580,16.2,33.7,70090,4.4,20.04,26.08,33.47,39.96,45.11,41680,54250,69620,83130,93820,
31,AL,3440,"Huntsville, AL MSA",19-3021,Market research analysts,,140,42.0,35.54,73930,5.0,17.68,22.48,35.46,46.94,53.10,36780,46760,73750,97640,110440,
32,AL,3440,"Huntsville, AL MSA",27-3020,"News analysts, reporters and correspondents",,100,28.4,13.71,28530,11.9,7.67,9.31,12.27,14.72,17.65,15960,19370,25530,30610,36710,
33,AL,5160,"Mobile, AL MSA",13-1111,Management analysts,,220,33.2,37.08,77130,22.3,12.32,22.31,29.60,61.16,67.95,25630,46410,61570,127200,141340,
34,AL,5160,"Mobile, AL MSA",13-2031,Budget analysts,,30,14.9,23.14,48130,5.1,16.83,18.6,21.75,26.28,32.27,35010,38690,45230,54670,67120,
35,AL,5160,"Mobile, AL MSA",13-2041,Credit analysts,,70,40.7,21.98,45710,2.5,13.54,16.29,20.77,26.87,33.82,28160,33890,43210,55890,70340,
36,AL,5160,"Mobile, AL MSA",13-2051,Financial analysts,,60,34.3,21.23,44150,5.8,11.73,12.92,21.40,26.66,34.22,24400,26880,44510,55450,71170,
37,AL,5160,"Mobile, AL MSA",15-1051,Computer systems analysts,,320,38.0,24.1,50120,3.4,16.29,19.18,23.12,28.52,34.63,33890,39890,48100,59320,72020,
38,AL,5160,"Mobile, AL MSA",15-1081,Network systems and data communications analysts,,70,23.5,23.37,48610,5.7,14.28,17.79,22.64,28.09,33.75,29710,37000,47090,58430,70190,
39,AL,5160,"Mobile, AL MSA",19-3021,Market research analysts,,70,19.2,29.53,61420,6.1,15.37,20.39,28.50,37.88,47.75,31960,42410,59280,78800,99320,
40,AL,5240,"Montgomery, AL MSA",13-1111,Management analysts,,250,11.2,29.68,61740,11.3,11.09,17.08,24.73,35.57,60.98,23060,35520,51430,73990,126840,
41,AL,5240,"Montgomery, AL MSA",13-2031,Budget analysts,,80,12.7,24.92,51820,2.9,16.54,19.83,24.48,30.21,33.86,34410,41240,50930,62830,70430,
42,AL,5240,"Montgomery, AL MSA",13-2041,Credit analysts,,70,37.4,26.42,54960,8.3,14.5,16.95,23.13,31.36,43.54,30150,35250,48100,65220,90570,
43,AL,5240,"Montgomery, AL MSA",13-2051,Financial analysts,,**,**,30.55,63540,5.6,17.28,20.47,26.65,35.28,46.33,35950,42570,55430,73370,96370,
44,AL,5240,"Montgomery, AL MSA",15-1051,Computer systems analysts,,780,5.5,29.18,60700,3.3,19.43,24.31,29.75,34.20,40.09,40410,50550,61870,71130,83380,
45,AL,5240,"Montgomery, AL MSA",15-1081,Network systems and data communications analysts,,50,10.2,23.1,48040,5.6,14.71,17.86,22.17,26.61,36.75,30590,37140,46110,55350,76450,
46,AL,5240,"Montgomery, AL MSA",15-2031,Operations research analysts,,**,**,19.36,40280,6.8,14.41,15.98,18.63,21.20,26.87,29970,33250,38740,44100,55880,
47,AL,5240,"Montgomery, AL MSA",19-3021,Market research analysts,,80,10.1,27.83,57890,8.8,12.43,17.97,29.60,36.25,44.18,25860,37390,61560,75400,91900,
48,AL,5240,"Montgomery, AL MSA",27-3020,"News analysts, reporters and correspondents",,100,12.1,16.56,34450,7.3,9.79,11.59,14.91,18.87,25.34,20370,24100,31010,39250,52700,
49,AL,8600,"Tuscaloosa, AL MSA",13-1111,Management analysts,,80,31.1,30.95,64370,17.7,17.37,22.17,25.58,32.46,43.80,36130,46120,53210,67510,91110,
50,AL,8600,"Tuscaloosa, AL MSA",13-2051,Financial analysts,,**,**,25.65,53350,3.1,15.64,18.97,24.20,30.27,38.13,32540,39450,50340,62960,79320,
51,AL,8600,"Tuscaloosa, AL MSA",15-1051,Computer systems analysts,,130,22.5,25.21,52430,4.3,14.69,19.08,25.07,31.57,37.30,30550,39700,52140,65670,77580,
52,AL,8600,"Tuscaloosa, AL MSA",19-3021,Market research analysts,,30,34.4,31.67,65870,8.0,18.46,21.22,30.08,40.50,48.11,38400,44130,62560,84240,100080,
53,AR,2580,"Fayetteville-Springdale-Rogers, AR MSA",13-2031,Budget analysts,,50,31.0,26.62,55370,3.5,17.14,20.92,25.92,31.32,39.21,35650,43510,53910,65150,81550,
54,AR,2580,"Fayetteville-Springdale-Rogers, AR MSA",13-2041,Credit analysts,,50,15.3,16.01,33310,8.5,10.26,12.37,14.90,19.12,24.36,21350,25720,30990,39770,50670,
55,AR,2580,"Fayetteville-Springdale-Rogers, AR MSA",13-2051,Financial analysts,,110,39.9,34.27,71270,7.6,18.06,24.34,30.82,42.35,54.99,37570,50620,64100,88080,114390,
56,AR,2580,"Fayetteville-Springdale-Rogers, AR MSA",15-1051,Computer systems analysts,,410,18.8,21.13,43940,5.7,11.84,13.57,19.44,26.79,33.84,24620,28220,40430,55730,70400,
57,AR,2580,"Fayetteville-Springdale-Rogers, AR MSA",15-1081,Network systems and data communications analysts,,120,17.5,22.01,45790,9.8,10.41,14.65,21.28,27.88,34.70,21650,30470,44260,57990,72170,
58,AR,2580,"Fayetteville-Springdale-Rogers, AR MSA",19-3021,Market research analysts,,170,6.0,17.57,36540,15.7,7.06,8.14,15.02,22.24,32.11,14680,16930,31240,46260,66790,
59,AR,2580,"Fayetteville-Springdale-Rogers, AR MSA",27-3020,"News analysts, reporters and correspondents",,140,16.4,14.77,30710,6.9,9.73,11.04,13.57,16.50,24.32,20240,22960,28230,34320,50580,
60,AR,2720,"Fort Smith, AR-OK MSA",13-1111,Management analysts,,70,16.9,24.26,50470,15.6,10.23,13.96,22.21,25.89,33.86,21270,29040,46190,53860,70430,
61,AR,2720,"Fort Smith, AR-OK MSA",15-1051,Computer systems analysts,,**,**,29.28,60900,2.9,17.92,23.19,29.36,36.16,42.55,37280,48230,61070,75220,88500,
62,AR,2720,"Fort Smith, AR-OK MSA",27-3020,"News analysts, reporters and correspondents",,60,22.7,13.15,27360,4.3,9.22,10.35,11.89,13.49,18.84,19170,21530,24730,28070,39180,
63,AR,3700,"Jonesboro, AR MSA",13-1111,Management analysts,,60,19.9,23.3,48450,10.9,11.64,14.75,21.81,29.62,33.17,24210,30670,45360,61610,69000,
64,AR,4400,"Little Rock-North Little Rock, AR MSA",13-1111,Management analysts,,2320,8.8,24.63,51230,7.9,14.49,17.1,20.65,26.29,38.49,30150,35560,42940,54690,80070,
65,AR,4400,"Little Rock-North Little Rock, AR MSA",13-2031,Budget analysts,,180,2.7,22.95,47730,2.2,15.18,18.04,22.39,26.47,32.08,31570,37510,46570,55050,66730,
66,AR,4400,"Little Rock-North Little Rock, AR MSA",13-2041,Credit analysts,,150,14.2,22.45,46690,8.0,14.6,16.46,19.45,25.18,37.18,30360,34240,40460,52380,77330,
67,AR,4400,"Little Rock-North Little Rock, AR MSA",13-2051,Financial analysts,,320,15.3,26.09,54260,4.0,15.1,18.6,23.47,29.91,38.22,31400,38700,48810,62220,79490,
68,AR,4400,"Little Rock-North Little Rock, AR MSA",15-1051,Computer systems analysts,,1270,38.8,28.48,59240,2.7,18.29,22.63,27.78,33.90,40.35,38050,47060,57790,70520,83920,
69,AR,4400,"Little Rock-North Little Rock, AR MSA",15-1081,Network systems and data communications analysts,,260,8.0,23.68,49260,2.6,16.63,19.03,22.43,27.34,34.54,34600,39580,46650,56870,71840,
70,AR,4400,"Little Rock-North Little Rock, AR MSA",15-2031,Operations research analysts,,240,48.4,38.05,79140,7.1,19.38,25.19,34.03,45.93,64.09,40310,52400,70790,95530,133310,
71,AR,4400,"Little Rock-North Little Rock, AR MSA",19-3021,Market research analysts,,180,15.3,26.73,55600,4.6,17.19,20.09,25.42,31.89,41.44,35760,41790,52870,66330,86190,
72,AR,4400,"Little Rock-North Little Rock, AR MSA",27-3020,"News analysts, reporters and correspondents",,220,12.8,17.48,36350,7.6,8.88,10.95,14.87,19.59,31.12,18470,22770,30920,40750,64730,
73,AR,6240,"Pine Bluff, AR MSA",13-1111,Management analysts,,60,11.2,25.84,53750,7.0,14.01,18.36,27.31,32.71,38.44,29140,38190,56810,68040,79960,
74,AR,6240,"Pine Bluff, AR MSA",15-1051,Computer systems analysts,,40,12.0,29.58,61530,5.5,17.76,23.49,29.75,36.84,42.02,36950,48850,61870,76630,87410,
75,AZ,2620,"Flagstaff, AZ-UT MSA",13-1111,Management analysts,,110,24.0,29.98,62360,11.5,14.3,17.57,21.72,38.97,54.71,29730,36540,45180,81050,113790,
76,AZ,2620,"Flagstaff, AZ-UT MSA",15-1051,Computer systems analysts,,70,11.2,26.0,54090,3.7,17.15,20.75,25.76,31.63,36.37,35670,43150,53580,65790,75650,
77,AZ,6200,"Phoenix-Mesa, AZ MSA",13-1111,Management analysts,,8730,10.2,27.18,56530,5.5,13.4,17.49,23.52,32.96,45.47,27880,36380,48930,68560,94570,
78,AZ,6200,"Phoenix-Mesa, AZ MSA",13-2031,Budget analysts,,2090,5.3,24.24,50420,2.8,16.12,19.27,23.27,28.52,34.64,33530,40080,48390,59320,72050,
79,AZ,6200,"Phoenix-Mesa, AZ MSA",13-2041,Credit analysts,,3220,11.2,17.75,36920,6.2,11.78,12.67,14.56,21.12,28.55,24510,26350,30290,43920,59380,
80,AZ,6200,"Phoenix-Mesa, AZ MSA",13-2051,Financial analysts,,3270,8.8,26.59,55300,3.8,13.93,18.09,23.84,32.22,40.12,28980,37630,49580,67020,83440,
81,AZ,6200,"Phoenix-Mesa, AZ MSA",15-1051,Computer systems analysts,,4800,23.6,32.05,66670,2.4,18.19,23.88,32.16,40.72,45.67,37840,49670,66890,84700,94990,
82,AZ,6200,"Phoenix-Mesa, AZ MSA",15-1081,Network systems and data communications analysts,,1540,7.5,29.04,60410,2.8,16.33,21.93,28.01,35.87,42.63,33960,45610,58260,74610,88660,
83,AZ,6200,"Phoenix-Mesa, AZ MSA",15-2031,Operations research analysts,,760,9.4,23.23,48310,4.3,13.17,15.8,21.73,28.90,35.91,27390,32870,45210,60110,74690,
84,AZ,6200,"Phoenix-Mesa, AZ MSA",19-3021,Market research analysts,,1620,16.2,23.68,49260,3.6,14.71,17.46,21.00,27.89,38.17,30590,36320,43690,58020,79380,
85,AZ,6200,"Phoenix-Mesa, AZ MSA",27-3020,"News analysts, reporters and correspondents",,350,10.7,26.58,55290,5.2,12.84,19.39,25.47,31.16,36.26,26700,40330,52970,64810,75430,
86,AZ,8520,"Tucson, AZ MSA",13-1111,Management analysts,,1440,30.4,27.97,58180,4.8,15.94,20.58,25.75,33.95,42.01,33150,42810,53560,70610,87380,
87,AZ,8520,"Tucson, AZ MSA",13-2031,Budget analysts,,180,7.8,22.59,46990,2.5,17.01,19.29,21.72,25.61,29.82,35390,40120,45180,53270,62020,
88,AZ,8520,"Tucson, AZ MSA",13-2041,Credit analysts,,50,27.1,22.82,47460,9.5,12.53,14.6,21.82,27.54,34.22,26050,30360,45380,57280,71170,
89,AZ,8520,"Tucson, AZ MSA",13-2051,Financial analysts,,340,13.4,26.04,54150,7.1,14.53,17.36,21.59,28.21,41.93,30220,36110,44910,58670,87220,
90,AZ,8520,"Tucson, AZ MSA",15-1051,Computer systems analysts,,900,16.9,27.17,56520,3.7,17.25,21.13,26.54,32.94,39.31,35870,43950,55190,68510,81770,
91,AZ,8520,"Tucson, AZ MSA",15-1081,Network systems and data communications analysts,,340,13.5,28.59,59470,4.6,18.5,20.92,25.56,36.67,44.05,38480,43510,53170,76270,91630,
92,AZ,8520,"Tucson, AZ MSA",15-2031,Operations research analysts,,**,**,29.49,61330,3.6,20.33,24.72,28.88,34.47,40.39,42280,51420,60070,71700,84010,
93,AZ,8520,"Tucson, AZ MSA",19-3021,Market research analysts,,350,11.3,17.72,36850,8.9,9.7,11.3,15.56,20.66,29.87,20170,23500,32370,42970,62140,
94,AZ,8520,"Tucson, AZ MSA",27-3020,"News analysts, reporters and correspondents",,130,36.0,18.61,38700,12.4,9.32,10.97,15.59,24.23,33.61,19390,22820,32420,50390,69920,
95,AZ,9360,"Yuma, AZ MSA",13-1111,Management analysts,,110,19.6,26.51,55140,8.2,13.42,18.54,25.25,32.09,42.11,27910,38560,52520,66740,87600,
96,AZ,9360,"Yuma, AZ MSA",15-1051,Computer systems analysts,,**,**,28.76,59810,2.4,18.47,24.37,29.75,34.30,39.39,38420,50700,61880,71340,81920,
97,CA,680,"Bakersfield, CA MSA",13-1111,Management analysts,,560,18.1,34.67,72120,5.8,20.0,24.37,33.06,40.43,49.72,41600,50700,68760,84090,103420,
98,CA,680,"Bakersfield, CA MSA",13-2031,Budget analysts,,140,8.2,27.83,57880,3.0,18.38,22.51,27.53,32.82,38.91,38220,46830,57260,68270,80940,
99,CA,680,"Bakersfield, CA MSA",13-2041,Credit analysts,,100,41.7,21.01,43710,12.2,11.19,11.95,13.14,26.59,43.80,23280,24860,27330,55300,91110,
100,CA,680,"Bakersfield, CA MSA",13-2051,Financial analysts,,60,36.9,31.99,66540,2.7,20.37,25.15,31.36,38.32,46.60,42370,52300,65230,79710,96930,
101,CA,680,"Bakersfield, CA MSA",15-1051,Computer systems analysts,,440,7.8,32.06,66690,3.3,20.92,26.44,32.82,39.16,42.91,43510,54990,68260,81440,89260,
102,CA,680,"Bakersfield, CA MSA",15-1081,Network systems and data communications analysts,,40,21.4,29.63,61630,5.0,18.96,23.18,28.94,34.84,43.88,39440,48220,60190,72470,91260,
103,CA,680,"Bakersfield, CA MSA",15-2031,Operations research analysts,,100,25.5,39.64,82450,2.2,31.6,36.33,39.70,43.08,50.38,65720,75570,82580,89610,104790,
104,CA,680,"Bakersfield, CA MSA",19-3021,Market research analysts,,60,31.2,21.53,44780,7.0,13.15,16.8,19.36,22.33,33.26,27340,34940,40270,46450,69180,
105,CA,680,"Bakersfield, CA MSA",27-3020,"News analysts, reporters and correspondents",,90,26.5,23.12,48090,18.9,7.95,9.08,14.01,28.50,53.09,16540,18880,29130,59290,110430,
106,CA,1620,"Chico-Paradise, CA MSA",13-1111,Management analysts,,160,21.9,31.59,65710,14.1,15.41,19.37,25.95,41.11,53.68,32050,40290,53970,85510,111650,
107,CA,1620,"Chico-Paradise, CA MSA",15-1051,Computer systems analysts,,**,**,39.58,82320,7.0,22.46,28.5,37.23,47.08,61.41,46720,59280,77430,97930,127740,
108,CA,1620,"Chico-Paradise, CA MSA",15-1081,Network systems and data communications analysts,,60,12.1,24.38,50710,2.8,17.86,20.11,23.90,28.15,32.83,37150,41840,49720,58550,68280,
109,CA,1620,"Chico-Paradise, CA MSA",27-3020,"News analysts, reporters and correspondents",,70,9.7,12.45,25900,2.3,7.54,8.57,11.02,14.96,20.29,15690,17820,22910,31110,42200,
110,CA,2840,"Fresno, CA MSA",13-1111,Management analysts,,440,10.4,28.4,59080,2.4,17.81,21.93,27.49,34.60,41.19,37040,45610,57190,71960,85680,
111,CA,2840,"Fresno, CA MSA",13-2031,Budget analysts,,70,12.6,26.22,54530,3.6,15.67,22.91,27.41,31.53,34.46,32590,47650,57010,65580,71680,
112,CA,2840,"Fresno, CA MSA",13-2041,Credit analysts,,**,**,20.33,42280,5.7,11.36,13.45,18.21,25.20,31.54,23640,27980,37880,52420,65600,
113,CA,2840,"Fresno, CA MSA",13-2051,Financial analysts,,150,19.9,31.36,65230,3.5,19.02,22.93,29.74,36.27,48.47,39570,47690,61850,75450,100830,
114,CA,2840,"Fresno, CA MSA",15-1051,Computer systems analysts,,460,11.1,29.89,62170,2.4,20.77,24.8,29.57,33.98,41.30,43190,51580,61510,70670,85910,
115,CA,2840,"Fresno, CA MSA",15-1081,Network systems and data communications analysts,,120,17.9,21.83,45410,3.8,12.1,14.61,21.89,27.46,32.81,25160,30400,45540,57120,68240,
116,CA,2840,"Fresno, CA MSA",15-2031,Operations research analysts,,40,46.4,24.09,50100,7.0,14.3,17.49,23.08,28.08,38.53,29730,36370,48000,58400,80140,
117,CA,2840,"Fresno, CA MSA",19-3021,Market research analysts,,160,21.6,22.47,46740,7.9,14.28,15.64,18.10,25.76,37.72,29710,32530,37650,53590,78450,
118,CA,2840,"Fresno, CA MSA",27-3020,"News analysts, reporters and correspondents",,150,18.4,22.64,47090,6.0,8.77,12.18,18.97,27.32,37.42,18240,25330,39450,56820,77840,
119,CA,4480,"Los Angeles-Long Beach, CA PMSA",13-1111,Management analysts,,17250,14.8,43.28,90030,10.8,21.94,26.62,33.57,54.67,#,45640,55360,69830,113700,#,
120,CA,4480,"Los Angeles-Long Beach, CA PMSA",13-2031,Budget analysts,,1600,6.1,31.01,64490,2.3,19.17,24.19,30.00,37.71,45.38,39870,50300,62400,78440,94380,
121,CA,4480,"Los Angeles-Long Beach, CA PMSA",13-2041,Credit analysts,,2840,13.1,32.82,68270,7.8,15.12,19.3,26.81,41.56,62.05,31440,40140,55760,86440,129060,
122,CA,4480,"Los Angeles-Long Beach, CA PMSA",13-2051,Financial analysts,,5190,9.7,33.82,70340,3.2,20.38,24.71,30.17,37.44,50.14,42400,51390,62750,77870,104290,
123,CA,4480,"Los Angeles-Long Beach, CA PMSA",15-1051,Computer systems analysts,,13250,12.3,31.52,65560,4.4,19.48,24.08,30.94,38.75,44.63,40520,50090,64350,80600,92820,
124,CA,4480,"Los Angeles-Long Beach, CA PMSA",15-1081,Network systems and data communications analysts,,5860,25.1,31.84,66220,3.7,15.13,23.89,30.60,38.09,48.05,31470,49700,63650,79220,99950,
125,CA,4480,"Los Angeles-Long Beach, CA PMSA",15-2031,Operations research analysts,,1440,15.1,30.77,64010,2.6,18.91,23.33,29.81,36.40,45.01,39340,48520,62010,75710,93610,
126,CA,4480,"Los Angeles-Long Beach, CA PMSA",19-3021,Market research analysts,,6560,17.0,26.99,56130,3.6,13.29,18.35,25.65,34.06,42.62,27650,38180,53350,70840,88650,
127,CA,4480,"Los Angeles-Long Beach, CA PMSA",27-3020,"News analysts, reporters and correspondents",,1570,15.3,30.52,63490,9.4,11.57,14.02,21.48,38.61,64.83,24070,29160,44670,80310,134840,
128,CA,4940,"Merced, CA MSA",15-1051,Computer systems analysts,,70,46.9,31.17,64820,5.8,19.18,23.34,29.71,38.88,48.26,39890,48540,61800,80870,100380,
129,CA,5170,"Modesto, CA MSA",13-2041,Credit analysts,,60,21.5,30.97,64410,12.0,17.32,19.84,23.01,37.39,55.95,36030,41260,47870,77760,116370,
130,CA,5170,"Modesto, CA MSA",15-1051,Computer systems analysts,,**,**,30.57,63590,3.1,19.2,23.56,30.35,36.74,44.55,39930,49000,63130,76420,92650,
131,CA,5170,"Modesto, CA MSA",15-2031,Operations research analysts,,**,**,29.03,60380,1.9,18.24,22.6,27.53,35.79,43.72,37930,47010,57260,74450,90930,
132,CA,5170,"Modesto, CA MSA",27-3020,"News analysts, reporters and correspondents",,**,**,16.65,34630,8.5,9.55,11.01,14.16,19.63,30.99,19860,22900,29460,40820,64450,
133,CA,5775,"Oakland, CA PMSA",13-1111,Management analysts,,3840,15.1,40.8,84850,9.7,22.27,26.91,35.49,44.41,#,46330,55970,73820,92380,#,
134,CA,5775,"Oakland, CA PMSA",13-2031,Budget analysts,,450,11.9,31.81,66160,2.8,20.68,25.43,31.73,38.43,44.03,43020,52900,66000,79930,91590,
135,CA,5775,"Oakland, CA PMSA",13-2041,Credit analysts,,720,14.3,27.75,57720,4.9,14.93,19.01,24.28,32.95,44.76,31050,39540,50490,68530,93110,
136,CA,5775,"Oakland, CA PMSA",13-2051,Financial analysts,,1490,9.2,35.25,73310,2.5,22.3,27.67,34.23,40.87,48.58,46390,57560,71200,85010,101050,
137,CA,5775,"Oakland, CA PMSA",15-1051,Computer systems analysts,,3920,13.9,35.09,72980,3.2,22.85,27.16,33.32,41.57,49.90,47520,56490,69300,86470,103800,
138,CA,5775,"Oakland, CA PMSA",15-1081,Network systems and data communications analysts,,1430,13.3,32.19,66950,1.7,20.06,25.45,31.84,38.86,44.65,41710,52930,66230,80820,92880,
139,CA,5775,"Oakland, CA PMSA",15-2031,Operations research analysts,,910,27.3,29.84,62080,3.7,19.15,23.07,28.88,34.55,42.72,39820,47990,60070,71870,88860,
140,CA,5775,"Oakland, CA PMSA",19-3021,Market research analysts,,2140,19.2,37.84,78700,13.6,16.48,21.35,30.47,44.71,69.56,34270,44400,63380,93000,144690,
141,CA,5775,"Oakland, CA PMSA",27-3020,"News analysts, reporters and correspondents",,230,41.3,22.7,47210,8.9,9.95,12.81,18.55,26.16,40.10,20690,26640,38590,54410,83400,
142,CA,5945,"Orange County, CA PMSA",13-1111,Management analysts,,7280,14.2,32.86,68350,10.5,15.93,19.67,28.02,39.20,54.61,33130,40920,58290,81530,113580,
143,CA,5945,"Orange County, CA PMSA",13-2031,Budget analysts,,450,10.9,30.9,64270,2.3,20.46,24.49,29.63,37.67,43.83,42560,50940,61640,78350,91160,
144,CA,5945,"Orange County, CA PMSA",13-2041,Credit analysts,,1570,13.7,25.62,53290,3.9,15.08,18.01,23.90,31.02,40.07,31370,37470,49700,64520,83350,
145,CA,5945,"Orange County, CA PMSA",13-2051,Financial analysts,,1850,7.2,30.98,64430,1.9,19.86,24.07,29.86,35.57,42.78,41300,50060,62100,73990,88980,
146,CA,5945,"Orange County, CA PMSA",15-1051,Computer systems analysts,,4910,8.2,34.32,71390,1.4,21.53,26.84,33.87,41.07,47.59,44790,55830,70440,85420,98980,
147,CA,5945,"Orange County, CA PMSA",15-1081,Network systems and data communications analysts,,1540,11.7,31.42,65340,3.4,16.54,23.11,29.06,37.24,48.88,34400,48070,60440,77460,101670,
148,CA,5945,"Orange County, CA PMSA",15-2031,Operations research analysts,,480,10.9,31.03,64540,4.5,20.7,24.26,28.31,35.24,48.23,43050,50460,58880,73300,100320,
149,CA,5945,"Orange County, CA PMSA",19-3021,Market research analysts,,3150,11.9,28.56,59390,2.4,17.24,21.74,26.49,33.91,44.12,35860,45230,55100,70530,91780,
150,CA,5945,"Orange County, CA PMSA",27-3020,"News analysts, reporters and correspondents",,**,**,23.33,48520,13.2,11.37,14.22,21.17,29.55,35.56,23650,29580,44030,61460,73960,
151,CA,6690,"Redding, CA MSA",13-1111,Management analysts,,100,34.9,38.6,80280,8.2,21.98,25.81,37.35,51.72,59.77,45710,53670,77690,107580,124330,
