ID,AREA_NAME,City,Geography,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL ",15-2031,Operations Research Analysts,detailed,900.00,11.9,0.767,0.99,32.37,67320.00,2.8,19.38,23.61,30.46,38.66,49.54,"40,310","49,120",63350.00,"80,420","103,040",,
36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL ",27-3021,Broadcast News Analysts,detailed,0.00,**,**,**,36.04,74970.00,13.8,10.1,15.43,27.74,43.72,72.35,"21,010","32,090",57710.00,"90,930","150,490",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",13-1111,Management Analysts,detailed,1300.00,10.9,4.348,0.96,43.36,90190.00,6.2,22.92,28.91,40.82,49.93,62.6,"47,670","60,130",84900.00,"103,860","130,210",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",13-1161,Market Research Analysts and Marketing Specialists,detailed,1680.00,14.2,5.586,1.4,38.47,80010.00,7.3,15.94,21.16,32.9,46.06,61.57,"33,150","44,010",68440.00,"95,800","128,080",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",13-2031,Budget Analysts,detailed,220.00,10.3,0.735,1.89,33.49,69650.00,3.6,20.51,26.26,30.75,40.28,51.21,"42,660","54,620",63960.00,"83,770","106,520",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",13-2041,Credit Analysts,detailed,110.00,14.5,0.379,0.73,37.96,78950.00,6.5,20.02,22.81,35.75,50.3,63.52,"41,650","47,440",74350.00,"104,620","132,130",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",13-2051,Financial Analysts,detailed,400.00,16.2,1.34,0.67,40.45,84140.00,3.9,19.08,30.97,38.33,48.95,62.69,"39,690","64,420",79730.00,"101,810","130,400",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",15-1121,Computer Systems Analysts,detailed,930.00,18,3.101,0.77,54.61,113590.00,4.8,27.25,37.46,50.95,68.34,90.46,"56,670","77,910",105980.00,"142,140","188,150",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",15-1122,Information Security Analysts,detailed,160.00,21.8,0.518,0.75,51.92,107990.00,1.9,38.76,44,52.08,60.1,69.26,"80,620","91,520",108330.00,"125,000","144,060",,
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA ",15-2031,Operations Research Analysts,detailed,340.00,7.4,1.124,1.45,34.73,72250.00,6.1,21.08,24.82,32.1,40.52,53.97,"43,850","51,630",66760.00,"84,280","112,270",,
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL ",13-1111,Management Analysts,detailed,1050.00,12.1,5.218,1.15,42.27,87920.00,7.1,21.49,27.21,37.18,50.1,66.67,"44,690","56,600",77330.00,"104,210","138,680",,
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL ",13-1161,Market Research Analysts and Marketing Specialists,detailed,490.00,13.3,2.428,0.61,29.84,62060.00,3.3,15.95,18.73,25.77,37.6,48.9,"33,190","38,960",53600.00,"78,210","101,700",,
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL ",13-2031,Budget Analysts,detailed,190.00,27.9,0.967,2.48,38.47,80010.00,2.3,25.01,29.46,36.99,46.03,56.08,"52,010","61,270",76940.00,"95,750","116,650",,
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL ",13-2051,Financial Analysts,detailed,210.00,11.5,1.034,0.52,39.75,82670.00,2.5,23.49,28.81,37.75,48.88,59.61,"48,850","59,920",78520.00,"101,680","123,990",,
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL ",15-1121,Computer Systems Analysts,detailed,690.00,10.5,3.424,0.84,41.48,86270.00,2.5,23.87,29.88,39.82,50.26,60.96,"49,650","62,150",82830.00,"104,530","126,800",,
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL ",15-1122,Information Security Analysts,detailed,340.00,8.6,1.677,2.43,41.39,86090.00,4.9,24.99,29.02,38.67,51.64,63.69,"51,990","60,360",80430.00,"107,410","132,460",,
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL ",15-2031,Operations Research Analysts,detailed,130.00,25.1,0.666,0.86,32.96,68550.00,1.5,21.04,25.47,31.06,38.71,48.42,"43,770","52,980",64600.00,"80,520","100,720",,
37460,"Panama City, FL","Panama City, FL","Panama City, FL ",13-1111,Management Analysts,detailed,330.00,19,4.011,0.88,32.15,66880.00,6,20.31,23.58,31.69,39.05,47.37,"42,250","49,050",65920.00,"81,220","98,520",,
37460,"Panama City, FL","Panama City, FL","Panama City, FL ",13-1161,Market Research Analysts and Marketing Specialists,detailed,130.00,16.2,1.582,0.4,25.03,52060.00,6.5,13.11,16.88,22.3,30.12,39.21,"27,280","35,110",46380.00,"62,650","81,560",,
37460,"Panama City, FL","Panama City, FL","Panama City, FL ",13-2031,Budget Analysts,detailed,30.00,0,0.422,1.08,30.65,63750.00,2,21.45,23.55,27.9,37.02,44.24,"44,620","48,980",58030.00,"77,010","92,020",,
37460,"Panama City, FL","Panama City, FL","Panama City, FL ",15-1121,Computer Systems Analysts,detailed,80.00,23.9,0.983,0.24,36.21,75320.00,5.5,21.58,27.36,33.83,42.95,48.82,"44,880","56,900",70370.00,"89,340","101,540",,
37460,"Panama City, FL","Panama City, FL","Panama City, FL ",15-2031,Operations Research Analysts,detailed,70.00,0,0.836,1.08,39.99,83180.00,2.8,17.87,29.37,44.21,49.41,52.78,"37,180","61,080",91960.00,"102,770","109,780",,
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL ",13-1111,Management Analysts,detailed,820.00,13.6,4.947,1.09,33.43,69520.00,5.5,17.69,24.37,30.61,38.7,50.07,"36,800","50,690",63670.00,"80,490","104,150",,
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL ",13-1161,Market Research Analysts and Marketing Specialists,detailed,310.00,14.8,1.897,0.48,23.42,48720.00,4.2,11.61,16.58,21.58,28.34,38.04,"24,150","34,490",44880.00,"58,950","79,130",,
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL ",13-2031,Budget Analysts,detailed,30.00,12,0.21,0.54,30.15,62710.00,2.3,22.05,25.58,29.38,34.64,39.24,"45,870","53,210",61110.00,"72,040","81,620",,
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL ",13-2041,Credit Analysts,detailed,0.00,**,**,**,31.71,65950.00,6.8,17.71,20.98,28.55,37.58,46.65,"36,830","43,630",59370.00,"78,170","97,030",,
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL ",13-2051,Financial Analysts,detailed,190.00,42.3,1.13,0.56,33.46,69590.00,4.7,19.95,24.56,31.18,40.55,49.14,"41,500","51,080",64860.00,"84,350","102,210",,
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL ",15-1121,Computer Systems Analysts,detailed,210.00,41.2,1.281,0.32,35.66,74170.00,7.1,19.72,26.62,34.83,44.05,54.47,"41,020","55,370",72460.00,"91,620","113,310",,
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL ",15-2031,Operations Research Analysts,detailed,100.00,25.6,0.626,0.8,30.67,63790.00,5.7,16.58,19.52,23.95,45.34,52.78,"34,490","40,600",49810.00,"94,300","109,780",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",13-1111,Management Analysts,detailed,8460.00,4.5,4.372,0.96,37.26,77510.00,3.7,20.08,25.37,33.72,45.45,60.16,"41,770","52,780",70140.00,"94,540","125,120",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",13-1161,Market Research Analysts and Marketing Specialists,detailed,8720.00,5.8,4.506,1.13,31.16,64810.00,2,15.85,21.13,28.78,38.61,49.49,"32,970","43,940",59850.00,"80,310","102,940",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",13-2031,Budget Analysts,detailed,760.00,11.2,0.395,1.01,34.25,71250.00,1.9,21.37,26.67,33.17,41.95,48.46,"44,460","55,460",69000.00,"87,250","100,800",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",13-2041,Credit Analysts,detailed,1060.00,13.3,0.55,1.06,36.09,75070.00,4.2,21.74,26.08,32.83,44.02,57.36,"45,210","54,250",68280.00,"91,560","119,300",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",13-2051,Financial Analysts,detailed,0.00,**,**,**,35.8,74460.00,2.3,22.37,27.19,33.66,41.75,51.62,"46,530","56,550",70000.00,"86,850","107,380",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",15-1121,Computer Systems Analysts,detailed,12900.00,9.3,6.668,1.65,43.79,91080.00,2,23.98,32.16,43.16,53.09,61.91,"49,870","66,900",89770.00,"110,420","128,760",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",15-1122,Information Security Analysts,detailed,2280.00,11.3,1.18,1.71,39.12,81370.00,1.3,25.31,30.9,37.15,46.61,57.7,"52,640","64,280",77260.00,"96,950","120,020",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",15-2031,Operations Research Analysts,detailed,3970.00,9,2.05,2.64,32.13,66820.00,3,17.05,21.07,29.84,39.77,50.33,"35,460","43,820",62070.00,"82,720","104,680",,
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ ",27-3021,Broadcast News Analysts,detailed,110.00,17.6,0.056,1.56,*,0.00,*,*,*,*,*,*,*,*,0.00,*,*,,
38220,"Pine Bluff, AR","Pine Bluff, AR","Pine Bluff, AR ",13-1111,Management Analysts,detailed,130.00,7.8,4.141,0.91,30.8,64060.00,14.3,11.25,14.37,24.32,39.83,51.42,"23,390","29,890",50590.00,"82,850","106,960",,
38220,"Pine Bluff, AR","Pine Bluff, AR","Pine Bluff, AR ",13-2031,Budget Analysts,detailed,30.00,0,1.016,2.61,27.51,57210.00,1.9,16.52,19.19,28.16,34.18,40.96,"34,360","39,910",58580.00,"71,100","85,210",,
38220,"Pine Bluff, AR","Pine Bluff, AR","Pine Bluff, AR ",15-2031,Operations Research Analysts,detailed,30.00,1,0.986,1.27,22.63,47060.00,3.2,15.86,17.21,20.8,25.43,28.77,"32,990","35,790",43260.00,"52,900","59,830",,
38540,"Pocatello, ID","Pocatello, ID","Pocatello, ID ",13-1111,Management Analysts,detailed,120.00,13.9,3.66,0.81,35.56,73960.00,17.8,8.64,13.28,32.12,48.65,73.3,"17,960","27,620",66800.00,"101,190","152,460",,
38540,"Pocatello, ID","Pocatello, ID","Pocatello, ID ",15-1122,Information Security Analysts,detailed,80.00,0.5,2.428,3.52,25.97,54010.00,2.6,17.87,21.24,24.46,29.78,36.13,"37,170","44,190",50880.00,"61,940","75,140",,
38940,"Port St. Lucie, FL","Port St. Lucie, FL","Port St. Lucie, FL ",13-1111,Management Analysts,detailed,400.00,22.3,2.907,0.64,38.27,79600.00,13.2,16.04,18.46,24.87,44.07,81.52,"33,370","38,390",51720.00,"91,660","169,570",,
38940,"Port St. Lucie, FL","Port St. Lucie, FL","Port St. Lucie, FL ",13-1161,Market Research Analysts and Marketing Specialists,detailed,170.00,17.5,1.238,0.31,26.93,56010.00,4.3,15.8,20.4,25.29,33.15,41.89,"32,860","42,430",52610.00,"68,950","87,120",,
38940,"Port St. Lucie, FL","Port St. Lucie, FL","Port St. Lucie, FL ",13-2031,Budget Analysts,detailed,30.00,11,0.233,0.6,28.34,58950.00,4.1,20.09,22.76,27.22,33.13,39.46,"41,780","47,330",56620.00,"68,920","82,080",,
38940,"Port St. Lucie, FL","Port St. Lucie, FL","Port St. Lucie, FL ",13-2051,Financial Analysts,detailed,70.00,39.6,0.529,0.26,33.3,69270.00,15,20.02,22.02,27.18,42.21,54.46,"41,650","45,800",56540.00,"87,790","113,280",,
38940,"Port St. Lucie, FL","Port St. Lucie, FL","Port St. Lucie, FL ",15-1121,Computer Systems Analysts,detailed,100.00,34.4,0.748,0.18,49.73,103430.00,10.8,23.62,28.77,35.52,48.1,#,"49,130","59,840",73890.00,"100,050",#,,
38940,"Port St. Lucie, FL","Port St. Lucie, FL","Port St. Lucie, FL ",15-2031,Operations Research Analysts,detailed,40.00,46.4,0.259,0.33,23.15,48140.00,4.2,16.96,19.63,22.87,26.86,29.66,"35,280","40,830",47580.00,"55,860","61,680",,
39140,"Prescott, AZ","Prescott, AZ","Prescott, AZ ",13-1111,Management Analysts,detailed,90.00,17.2,1.481,0.33,34.76,72300.00,3.4,25.44,29.04,35.02,39.61,45.56,"52,910","60,400",72840.00,"82,390","94,770",,
39140,"Prescott, AZ","Prescott, AZ","Prescott, AZ ",13-1161,Market Research Analysts and Marketing Specialists,detailed,140.00,26.7,2.418,0.61,27.71,57650.00,19.4,10.83,13.14,22.71,39.69,57.43,"22,530","27,330",47240.00,"82,560","119,450",,
39140,"Prescott, AZ","Prescott, AZ","Prescott, AZ ",15-1121,Computer Systems Analysts,detailed,50.00,22,0.82,0.2,34.22,71170.00,2.9,25,28.36,34.16,40.57,46.44,"52,000","58,990",71050.00,"84,390","96,590",,
39380,"Pueblo, CO","Pueblo, CO","Pueblo, CO ",13-1111,Management Analysts,detailed,40.00,7,0.712,0.16,35.67,74200.00,4.3,14.99,24.56,36.47,45.31,52.86,"31,180","51,070",75860.00,"94,250","109,940",,
39380,"Pueblo, CO","Pueblo, CO","Pueblo, CO ",13-1161,Market Research Analysts and Marketing Specialists,detailed,130.00,14.5,2.231,0.56,28.45,59180.00,6.5,13.48,18.55,23.26,33.4,57.97,"28,050","38,580",48390.00,"69,470","120,580",,
39380,"Pueblo, CO","Pueblo, CO","Pueblo, CO ",15-1121,Computer Systems Analysts,detailed,70.00,26.2,1.256,0.31,32.75,68120.00,2.8,22.2,27.17,32.75,37.55,43.65,"46,180","56,510",68110.00,"78,100","90,790",,
39460,"Punta Gorda, FL","Punta Gorda, FL","Punta Gorda, FL ",13-1111,Management Analysts,detailed,100.00,20.1,2.216,0.49,68.61,142710.00,28.7,22.74,33.22,48.74,#,#,"47,290","69,100",101380.00,#,#,,
39460,"Punta Gorda, FL","Punta Gorda, FL","Punta Gorda, FL ",13-1161,Market Research Analysts and Marketing Specialists,detailed,40.00,19.1,0.792,0.2,24.38,50720.00,4.2,15.92,18.33,22.92,28.75,34.53,"33,110","38,130",47680.00,"59,800","71,830",,
39820,"Redding, CA","Redding, CA","Redding, CA ",13-1111,Management Analysts,detailed,190.00,11.2,3.108,0.68,31.94,66440.00,4.8,19.97,25.53,30.89,38.26,46.04,"41,530","53,110",64250.00,"79,580","95,760",,
39820,"Redding, CA","Redding, CA","Redding, CA ",13-1161,Market Research Analysts and Marketing Specialists,detailed,110.00,15.1,1.798,0.45,26.74,55620.00,5.6,16.17,18.99,25.24,29.87,39.32,"33,640","39,500",52510.00,"62,130","81,780",,
39820,"Redding, CA","Redding, CA","Redding, CA ",15-1121,Computer Systems Analysts,detailed,100.00,24.9,1.598,0.39,40.08,83360.00,6.6,20.91,32.57,37.54,48.37,58.32,"43,500","67,740",78070.00,"100,620","121,310",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",13-1111,Management Analysts,detailed,3620.00,7.5,2.659,0.59,38.78,80670.00,2.8,24.53,29.76,36.58,45.07,55.98,"51,030","61,910",76080.00,"93,750","116,430",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",13-1161,Market Research Analysts and Marketing Specialists,detailed,3780.00,12.9,2.774,0.7,29.17,60680.00,2.7,15.19,19.05,26.41,37.97,47.43,"31,600","39,620",54940.00,"78,980","98,650",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",13-2031,Budget Analysts,detailed,430.00,6.5,0.319,0.82,32.52,67630.00,6.1,18.22,22.08,31.79,41.92,49.19,"37,900","45,930",66130.00,"87,200","102,310",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",13-2041,Credit Analysts,detailed,270.00,20.6,0.196,0.38,36.41,75720.00,11.5,16.74,21.3,32.66,50.5,65.24,"34,810","44,300",67940.00,"105,040","135,700",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",13-2051,Financial Analysts,detailed,710.00,13.1,0.521,0.26,41.13,85550.00,12.6,20.09,28.5,35.62,44.14,56.87,"41,780","59,280",74080.00,"91,820","118,280",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",15-1121,Computer Systems Analysts,detailed,1790.00,10.5,1.311,0.32,37.67,78350.00,1.5,25.25,30.71,37.45,45.14,50.89,"52,520","63,880",77900.00,"93,890","105,860",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",15-1122,Information Security Analysts,detailed,130.00,21.4,0.096,0.14,46.58,96890.00,3.9,24.03,38.01,48.46,57.24,63.16,"49,990","79,060",100790.00,"119,060","131,380",,
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA ",15-2031,Operations Research Analysts,detailed,220.00,21.8,0.159,0.21,40.78,84810.00,3.2,25.23,33.11,41.86,49.13,58.78,"52,480","68,870",87070.00,"102,180","122,250",,
40660,"Rome, GA","Rome, GA","Rome, GA ",13-1111,Management Analysts,detailed,70.00,20.9,2.052,0.45,34.57,71900.00,3.7,25.98,30.41,34.44,37.86,40.48,"54,050","63,240",71640.00,"78,750","84,200",,
40660,"Rome, GA","Rome, GA","Rome, GA ",13-1161,Market Research Analysts and Marketing Specialists,detailed,40.00,16.7,1.15,0.29,26.6,55340.00,4.7,17.15,19.56,26.47,33.02,37.61,"35,670","40,680",55060.00,"68,680","78,220",,
40660,"Rome, GA","Rome, GA","Rome, GA ",15-1121,Computer Systems Analysts,detailed,60.00,14.9,1.654,0.41,32.92,68480.00,6.9,25.5,27.36,30.47,36.12,41.26,"53,040","56,910",63380.00,"75,120","85,810",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",13-1111,Management Analysts,detailed,18790.00,1.3,20.579,4.53,34.79,72370.00,5.4,23.37,27.87,33.5,38.39,46.45,"48,610","57,970",69680.00,"79,860","96,620",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",13-1161,Market Research Analysts and Marketing Specialists,detailed,2970.00,10,3.25,0.82,31.51,65540.00,2.1,14.58,18.06,29.09,41.97,54.37,"30,330","37,560",60510.00,"87,310","113,080",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",13-2031,Budget Analysts,detailed,620.00,4,0.68,1.75,37.1,77170.00,1.6,26.77,30.55,33.66,42.84,51.9,"55,680","63,540",70020.00,"89,110","107,960",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",13-2041,Credit Analysts,detailed,330.00,29.7,0.365,0.7,32.3,67180.00,8.7,13.32,15,27.1,39.63,67.31,"27,700","31,210",56370.00,"82,430","140,010",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",13-2051,Financial Analysts,detailed,1340.00,8.7,1.464,0.73,44.37,92280.00,2.7,26.87,34.07,42.12,52.28,62.29,"55,890","70,860",87600.00,"108,750","129,560",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",15-1121,Computer Systems Analysts,detailed,8150.00,3.3,8.927,2.2,40.28,83790.00,3.1,29.58,34.26,40.62,44.66,51.68,"61,530","71,250",84490.00,"92,890","107,490",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",15-1122,Information Security Analysts,detailed,280.00,13.9,0.311,0.45,49.64,103250.00,2,31.98,40.38,50.71,59.12,67.54,"66,530","83,980",105470.00,"122,980","140,480",,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA ",15-2031,Operations Research Analysts,detailed,1270.00,11.5,1.39,1.79,34.45,71660.00,4.8,13.96,19.37,32.06,48.45,59.31,"29,040","40,290",66690.00,"100,780","123,370",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA ",13-1111,Management Analysts,detailed,450.00,12.5,2.758,0.61,45.85,95370.00,10.2,25.05,28.51,35.98,48.21,81.3,"52,110","59,310",74840.00,"100,280","169,090",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA ",13-1161,Market Research Analysts and Marketing Specialists,detailed,270.00,26.5,1.664,0.42,32.41,67410.00,2.4,19.06,24.38,29.71,41.03,48.1,"39,640","50,720",61800.00,"85,350","100,050",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA ",13-2031,Budget Analysts,detailed,70.00,20,0.405,1.04,39.28,81710.00,3.6,25.33,33.54,39.97,46.68,51.34,"52,680","69,750",83140.00,"97,100","106,780",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA ",13-2041,Credit Analysts,detailed,30.00,29.9,0.182,0.35,39.36,81860.00,5.1,23.39,33.4,37.9,47.5,57.38,"48,660","69,460",78820.00,"98,790","119,350",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA ",13-2051,Financial Analysts,detailed,100.00,31.8,0.616,0.31,40.44,84120.00,9.8,23.59,28.37,35.56,44.27,62.77,"49,060","59,010",73970.00,"92,080","130,560",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA ",15-1121,Computer Systems Analysts,detailed,280.00,21.3,1.686,0.42,50.95,105980.00,9,24.05,29.97,44.41,62.65,79.71,"50,030","62,340",92370.00,"130,310","165,800",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA ",15-2031,Operations Research Analysts,detailed,160.00,45.3,0.968,1.25,42.35,88080.00,7,18.11,27.67,45.85,56.48,61.68,"37,660","57,560",95360.00,"117,480","128,290",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",13-1111,Management Analysts,detailed,8770.00,4.5,6.324,1.39,42.5,88390.00,2.3,25.83,30.84,39.4,51.67,64.4,"53,730","64,140",81950.00,"107,470","133,940",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",13-1161,Market Research Analysts and Marketing Specialists,detailed,7540.00,5.1,5.434,1.37,34.39,71520.00,2.6,14.45,21.36,30.03,45.56,60.02,"30,050","44,440",62450.00,"94,760","124,840",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",13-2031,Budget Analysts,detailed,700.00,7.5,0.508,1.3,40.38,83990.00,1.4,27.48,32.34,38.8,47.5,57,"57,160","67,270",80710.00,"98,800","118,560",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",13-2041,Credit Analysts,detailed,730.00,13.5,0.528,1.02,40.63,84510.00,8.4,19.51,24.3,32.68,45.56,66.18,"40,590","50,550",67980.00,"94,760","137,650",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",13-2051,Financial Analysts,detailed,2650.00,9.9,1.911,0.95,47.31,98400.00,4.3,25.53,32.34,42.73,56.47,74,"53,110","67,270",88890.00,"117,450","153,920",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",15-1121,Computer Systems Analysts,detailed,5340.00,9.1,3.851,0.95,46,95670.00,1.7,27.61,34.57,44.32,56.83,69.71,"57,440","71,910",92190.00,"118,200","145,000",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",15-1122,Information Security Analysts,detailed,600.00,9.7,0.434,0.63,48.07,99990.00,2.5,29.71,36.39,47.07,59.67,72.31,"61,790","75,700",97900.00,"124,120","150,400",,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA ",15-2031,Operations Research Analysts,detailed,1250.00,13.6,0.903,1.16,43.53,90540.00,2.9,21.66,29.86,42.7,56.43,68.02,"45,040","62,110",88820.00,"117,380","141,490",,
